id,name,city,credit_limit
4658,Olivia Davies,Madrid,2000
4659,Hank Wilson,Paris,10000
4660,Alice Jones,Brussels,5000
4661,Bob Jones,Brussels,1000
4662,Eve Campbell,Rome,10000
4663,Karen Johnson,Dublin,5000
4664,Alice King,Warsaw,5000
4665,Alice Adams,Oslo,10000
4666,Carol Jones,Vienna,10000
4667,Bob Evans,Brussels,10000
4668,Paul Smith,Lisbon,500
4669,Sam Lewis,Helsinki,1000
4670,Maya Evans,Rome,10000
4671,Alice Baker,Riga,2000
4672,Iris Wright,Lisbon,10000
4673,Maya Davies,Vienna,10000
4674,Iris Johnson,Vienna,2000
4675,Iris Walker,Madrid,2000
4676,Olivia Smith,Stockholm,10000
4677,Uma Adams,Helsinki,5000
4678,Grace Davies,Madrid,500
4679,Maya Perez,Madrid,1000
4680,Grace Mitchell,Athens,2000
4681,Wendy Adams,Vienna,10000
4682,Jack Lewis,Stockholm,500
4683,Uma Baker,Brussels,10000
4684,Iris Evans,Helsinki,500
4685,Jack Smith,Vienna,1000
4686,Karen Evans,Copenhagen,5000
4687,Xena Johnson,Stockholm,5000
4688,Tina Mitchell,Amsterdam,5000
4689,Paul Wright,Riga,2000
4690,Zoe Adams,Brussels,500
4691,Tina Brown,London,500
4692,Tina Jones,London,2000
4693,Alice Roberts,Stockholm,5000
4694,Xena Scott,Amsterdam,500
4695,Bob Lewis,Vienna,1000
4696,Nick Carter,Lisbon,500
4697,Iris Hall,London,2000
4698,Yuki Jones,Madrid,2000
4699,Eve Thomas,Stockholm,1000
4700,Dave Baker,London,5000
4701,Frank Smith,Madrid,500
4702,Xena Wilson,Stockholm,10000
4703,Wendy Wright,Prague,2000
4704,Alice Nelson,Athens,5000
4705,Carol Carter,Rome,1000
4706,Carol Walker,Dublin,500
4707,Bob Young,Oslo,5000
4708,Nick Davies,London,10000
4709,Bob Adams,Berlin,2000
4710,Wendy Roberts,Copenhagen,1000
4711,Zoe Thomas,London,2000
4712,Grace Wilson,Stockholm,500
4713,Uma Jones,Athens,5000
4714,Rosa Nelson,Copenhagen,1000
4715,Wendy Campbell,Paris,2000
4716,Leo Williams,Riga,2000
4717,Olivia Turner,Copenhagen,10000
4718,Frank Lewis,Lisbon,10000
4719,Rosa Taylor,Budapest,2000
4720,Nick Davies,Athens,5000
4721,Leo Allen,Lisbon,2000
4722,Eve Turner,Copenhagen,10000
4723,Nick Lewis,Oslo,500
4724,Tina Thomas,Rome,2000
4725,Leo Baker,Stockholm,5000
4726,Yuki Wright,Amsterdam,500
4727,Karen King,Rome,10000
4728,Karen Wright,Amsterdam,10000
4729,Eve Turner,Vienna,5000
4730,Carol Turner,Oslo,500
4731,Quinn Wright,Paris,10000
4732,Dave Scott,London,2000
4733,Rosa Adams,Amsterdam,1000
4734,Victor Nelson,Budapest,5000
4735,Dave Johnson,Lisbon,10000
4736,Maya King,Dublin,1000
4737,Sam Lewis,Oslo,500
4738,Hank Baker,Stockholm,1000
4739,Wendy Mitchell,Vienna,500
4740,Zoe King,Madrid,5000
4741,Eve Williams,Warsaw,1000
4742,Yuki Walker,Warsaw,1000
4743,Rosa Baker,Madrid,1000
4744,Alice Smith,London,2000
4745,Dave Evans,Amsterdam,500
4746,Carol Thomas,Stockholm,500
4747,Nick Lewis,Dublin,500
4748,Wendy Green,Warsaw,2000
4749,Maya Lewis,Vienna,2000
4750,Nick Green,Athens,5000
4751,Uma Green,Athens,500
4752,Victor Young,Paris,5000
4753,Karen Lewis,London,2000
4754,Wendy Young,Dublin,10000
4755,Yuki Brown,Oslo,10000
4756,Tina Lewis,Copenhagen,500
4757,Maya Jones,Copenhagen,500
4758,Paul Thomas,Zurich,500
4759,Carol Wilson,Madrid,5000
4760,Maya Carter,Budapest,1000
4761,Tina Young,Paris,2000
4762,Jack Wright,Stockholm,1000
4763,Tina Hall,Madrid,500
4764,Victor Taylor,Athens,500
4765,Quinn Allen,Berlin,10000
4766,Frank Allen,Prague,10000
4767,Maya Perez,Zurich,500
4768,Iris Scott,Madrid,10000
4769,Paul Davies,Stockholm,2000
4770,Frank Jones,Warsaw,10000
4771,Karen Hall,Madrid,1000
4772,Carol Evans,Copenhagen,5000
4773,Hank Smith,Dublin,1000
4774,Yuki Walker,Paris,2000
4775,Frank Wilson,Budapest,10000
4776,Paul Wilson,Stockholm,500
4777,Dave Davies,Rome,1000
4778,Xena Green,Athens,500
4779,Olivia Young,Lisbon,5000
4780,Alice Nelson,Helsinki,2000
4781,Uma Wright,Madrid,5000
4782,Paul Jones,Prague,5000
4783,Rosa Nelson,Oslo,500
4784,Carol Williams,Prague,2000
4785,Paul Walker,Helsinki,1000
4786,Eve Brown,London,1000
4787,Carol Scott,Amsterdam,1000
4788,Olivia Adams,Zurich,2000
4789,Rosa Thomas,Copenhagen,500
4790,Zoe Adams,Amsterdam,10000
4791,Nick Brown,Zurich,500
4792,Hank Evans,Rome,2000
4793,Eve Carter,Dublin,500
4794,Leo Jones,Helsinki,500
4795,Dave King,Prague,10000
4796,Quinn Smith,Warsaw,1000
4797,Karen Wilson,Copenhagen,1000
4798,Grace Adams,Copenhagen,5000
4799,Paul Evans,Madrid,1000
4800,Maya Wright,Zurich,500
4801,Eve Adams,Rome,10000
4802,Eve Campbell,Berlin,5000
4803,Quinn Williams,Athens,1000
4804,Hank Baker,Oslo,2000
4805,Hank Turner,Prague,5000
4806,Bob Mitchell,Oslo,500
4807,Karen Mitchell,Dublin,500
4808,Grace Adams,Lisbon,5000
4809,Olivia Green,Brussels,1000
4810,Paul Green,Helsinki,5000
4811,Uma Campbell,Amsterdam,1000
4812,Tina King,Warsaw,5000
4813,Yuki Williams,Oslo,10000
4814,Alice Hall,Berlin,10000
4815,Carol Nelson,Rome,500
4816,Leo Thomas,Dublin,2000
4817,Olivia Baker,Budapest,2000
4818,Rosa Green,Budapest,2000
4819,Paul King,Copenhagen,5000
4820,Yuki Campbell,Athens,10000
4821,Victor Green,Riga,10000
4822,Eve Young,Budapest,500
4823,Wendy Young,Budapest,10000
4824,Quinn Green,Berlin,2000
4825,Uma Thomas,Prague,2000
4826,Tina King,Brussels,2000
4827,Karen Wilson,Athens,1000
4828,Leo Roberts,Vienna,2000
4829,Quinn Adams,Oslo,2000
4830,Iris Green,Oslo,1000
4831,Yuki Green,Rome,2000
4832,Grace Adams,Lisbon,10000
4833,Rosa Johnson,Vienna,5000
4834,Sam King,Amsterdam,500
4835,Xena Carter,Warsaw,1000
4836,Grace Green,Budapest,1000
4837,Uma Perez,Copenhagen,2000
4838,Hank Walker,Copenhagen,2000
4839,Sam Allen,Zurich,2000
4840,Eve Thomas,Riga,500
4841,Iris Brown,Dublin,10000
4842,Maya Smith,Berlin,1000
4843,Zoe Thomas,Copenhagen,5000
4844,Rosa Scott,Prague,10000
4845,Sam Hall,Vienna,2000
4846,Bob Hall,Copenhagen,10000
4847,Dave Young,Oslo,5000
4848,Karen Brown,Rome,1000
4849,Dave Lewis,Paris,500
4850,Carol Thomas,Madrid,10000
4851,Rosa Thomas,Rome,500
4852,Xena Adams,Oslo,1000
4853,Bob Adams,Athens,500
4854,Alice Brown,Budapest,10000
4855,Xena Thomas,Warsaw,5000
4856,Hank Wilson,Brussels,10000
4857,Tina Scott,Prague,10000
4858,Leo Turner,Brussels,1000
4859,Alice Wright,Athens,2000
4860,Yuki Wilson,Amsterdam,5000
4861,Grace Wright,Riga,500
4862,Frank Williams,Athens,10000
4863,Iris Perez,Copenhagen,500
4864,Dave Wilson,Oslo,1000
4865,Hank Allen,Riga,1000
4866,Frank Wilson,Prague,500
4867,Alice Wilson,Warsaw,5000
4868,Sam Campbell,Riga,5000
4869,Olivia Evans,Brussels,500
4870,Carol Hall,Stockholm,5000
4871,Eve Carter,Dublin,10000
4872,Yuki Walker,London,10000
4873,Yuki Thomas,Vienna,5000
4874,Nick Perez,Helsinki,2000
4875,Karen Smith,Copenhagen,10000
4876,Tina Walker,Stockholm,10000
4877,Grace Lewis,Rome,500
4878,Tina Turner,Dublin,1000
4879,Zoe Walker,Vienna,1000
4880,Karen Lewis,Dublin,2000
4881,Hank Nelson,Warsaw,1000
4882,Maya Green,Copenhagen,500
4883,Victor Scott,Brussels,500
4884,Olivia Nelson,London,5000
4885,Sam Lewis,Lisbon,5000
4886,Alice Young,Oslo,5000
4887,Nick Williams,Oslo,2000
4888,Leo Wilson,Prague,2000
4889,Iris Young,Amsterdam,1000
4890,Hank Campbell,Athens,10000
4891,Tina King,Vienna,500
4892,Maya Lewis,Paris,1000
4893,Carol Nelson,Amsterdam,500
4894,Tina Nelson,Zurich,500
4895,Iris Williams,Helsinki,2000
4896,Olivia Taylor,Warsaw,1000
4897,Nick Thomas,Amsterdam,1000
4898,Nick Roberts,Amsterdam,10000
4899,Carol Wilson,Berlin,10000
4900,Bob Scott,Amsterdam,2000
4901,Rosa Young,Oslo,1000
4902,Hank Smith,Vienna,10000
4903,Wendy Williams,Berlin,500
4904,Iris Turner,Amsterdam,10000
4905,Dave Mitchell,Stockholm,10000
4906,Yuki Lewis,Amsterdam,1000
4907,Rosa Davies,Brussels,500
4908,Karen Campbell,Amsterdam,2000
4909,Quinn Turner,London,10000
4910,Quinn Jones,Dublin,1000
4911,Frank Jones,Copenhagen,1000
4912,Eve Wilson,Riga,2000
4913,Sam Perez,Prague,5000
4914,Hank Allen,Amsterdam,500
4915,Wendy Wilson,Amsterdam,10000
4916,Yuki Jones,Berlin,5000
4917,Eve Smith,Warsaw,5000
4918,Quinn Perez,Copenhagen,5000
4919,Rosa Wright,Dublin,10000
4920,Olivia Baker,Helsinki,2000
4921,Zoe Green,Athens,5000
4922,Yuki Thomas,Helsinki,5000
4923,Frank King,Copenhagen,1000
4924,Zoe Jones,Vienna,500
4925,Tina Lewis,Warsaw,500
4926,Tina Hall,Dublin,5000
4927,Jack Lewis,London,2000
4928,Paul Evans,London,1000
4929,Nick Mitchell,Rome,5000
4930,Sam Perez,Rome,2000
4931,Maya Wilson,Rome,500
4932,Hank Allen,Prague,5000
4933,Maya Allen,Stockholm,2000
4934,Grace Allen,Rome,5000
4935,Bob Wilson,Rome,500
4936,Jack Lewis,Paris,2000
4937,Olivia Walker,Oslo,500
4938,Tina Roberts,Lisbon,10000
4939,Rosa Young,Paris,5000
4940,Carol Lewis,Budapest,1000
4941,Jack King,Amsterdam,500
4942,Dave Taylor,Zurich,2000
4943,Bob Smith,Helsinki,1000
4944,Uma King,Lisbon,500
4945,Olivia Walker,Budapest,10000
4946,Olivia Lewis,Riga,2000
4947,Jack Lewis,Paris,10000
4948,Sam Brown,Stockholm,5000
4949,Nick Mitchell,Helsinki,500
4950,Victor Mitchell,Zurich,10000
4951,Quinn Williams,Rome,5000
4952,Karen Adams,Stockholm,2000
4953,Eve Taylor,Vienna,500
4954,Tina Walker,Prague,5000
4955,Hank Jones,Paris,2000
4956,Alice Taylor,Vienna,5000
4957,Sam Evans,Oslo,1000
4958,Nick Wright,Athens,2000
4959,Grace Smith,Berlin,1000
4960,Bob Thomas,Copenhagen,500
4961,Hank Allen,Amsterdam,5000
4962,Dave Williams,Stockholm,2000
4963,Tina Carter,Lisbon,5000
4964,Iris Scott,Zurich,10000
4965,Xena Johnson,Budapest,10000
4966,Eve Adams,Athens,10000
4967,Victor Thomas,Riga,1000
4968,Hank Turner,London,5000
4969,Paul Thomas,Budapest,10000
4970,Jack Young,Dublin,500
4971,Sam Roberts,Prague,500
4972,Eve Wright,Brussels,1000
4973,Hank Allen,Rome,500
4974,Wendy Wright,Helsinki,2000
4975,Nick Carter,Dublin,5000
4976,Sam Johnson,Warsaw,500
4977,Hank Davies,Riga,5000
4978,Victor Williams,Budapest,500
4979,Nick Walker,Oslo,1000
4980,Nick Young,London,2000
4981,Leo Brown,Warsaw,1000
4982,Paul Young,Dublin,10000
4983,Grace Walker,Oslo,1000
4984,Jack Wilson,Riga,1000
4985,Karen Davies,Riga,2000
4986,Sam Walker,Berlin,500
4987,Carol Williams,London,1000
4988,Rosa Hall,Copenhagen,500
4989,Zoe Perez,Rome,500
4990,Alice Young,Amsterdam,500
4991,Eve Roberts,Lisbon,2000
4992,Victor Scott,Berlin,500
4993,Frank Roberts,Budapest,500
4994,Bob Scott,Berlin,500
4995,Tina Smith,Vienna,1000
4996,Maya Turner,Copenhagen,500
4997,Iris Scott,Warsaw,10000
4998,Quinn Williams,Riga,2000
4999,Eve Williams,Stockholm,10000
5000,Iris Davies,Helsinki,500
5001,Paul Green,Brussels,2000
5002,Bob Walker,Budapest,1000
5003,Wendy Young,Stockholm,2000
5004,Quinn Roberts,Warsaw,5000
5005,Nick Perez,Brussels,2000
5006,Victor Johnson,Vienna,1000
5007,Olivia Taylor,Rome,500
5008,Carol Jones,Athens,500
5009,Eve Brown,Stockholm,1000
5010,Eve Carter,Berlin,2000
5011,Yuki Johnson,Budapest,10000
5012,Hank Nelson,Copenhagen,5000
5013,Nick Brown,Zurich,10000
5014,Jack Nelson,Vienna,5000
5015,Uma Jones,Lisbon,1000
5016,Maya Evans,Lisbon,500
5017,Bob Jones,Prague,5000
5018,Frank Turner,Copenhagen,5000
5019,Victor Walker,Budapest,5000
5020,Eve Turner,Budapest,5000
5021,Victor Johnson,Athens,1000
5022,Alice Campbell,Amsterdam,2000
5023,Nick Williams,Copenhagen,2000
5024,Eve Jones,Rome,1000
5025,Quinn Green,Copenhagen,2000
5026,Grace Carter,Amsterdam,5000
5027,Bob Mitchell,London,2000
5028,Wendy Johnson,Riga,2000
5029,Karen Smith,Madrid,5000
5030,Yuki Turner,Helsinki,1000
5031,Grace Taylor,Budapest,10000
5032,Iris King,Dublin,10000
5033,Sam Green,Riga,1000
5034,Nick Mitchell,Paris,5000
5035,Xena Scott,Zurich,2000
5036,Rosa Mitchell,Stockholm,500
5037,Jack Johnson,London,5000
5038,Sam Baker,Berlin,5000
5039,Nick Allen,Riga,10000
5040,Hank Johnson,Athens,1000
5041,Olivia Thomas,Warsaw,500
5042,Hank Adams,Athens,2000
5043,Maya Thomas,London,10000
5044,Hank Jones,Brussels,5000
5045,Hank Walker,London,5000
5046,Bob Williams,Prague,10000
5047,Rosa Hall,London,10000
5048,Xena Perez,Warsaw,10000
5049,Victor Jones,Copenhagen,10000
5050,Grace Wright,Zurich,2000
5051,Yuki Brown,Brussels,5000
5052,Rosa Carter,Budapest,1000
5053,Rosa Baker,Vienna,500
5054,Victor Hall,Berlin,2000
5055,Uma Wilson,Copenhagen,500
5056,Dave Taylor,Prague,1000
5057,Victor Roberts,Prague,5000
5058,Frank Hall,Vienna,1000
5059,Leo Brown,Warsaw,2000
5060,Rosa Nelson,Zurich,500
5061,Carol Taylor,Madrid,500
5062,Hank Williams,Prague,1000
5063,Dave Mitchell,Stockholm,2000
5064,Dave King,Zurich,5000
5065,Quinn Brown,Copenhagen,10000
5066,Iris Perez,Berlin,2000
5067,Zoe Williams,Lisbon,1000
5068,Maya Perez,Vienna,10000
5069,Iris Carter,London,10000
5070,Zoe Perez,Berlin,500
5071,Frank Taylor,Budapest,1000
5072,Quinn Turner,Zurich,1000
5073,Paul Mitchell,Lisbon,500
5074,Karen Campbell,Dublin,5000
5075,Dave Perez,Helsinki,5000
5076,Grace Davies,Vienna,10000
5077,Uma Young,Athens,500
5078,Xena Wilson,Copenhagen,10000
5079,Yuki Allen,Dublin,2000
5080,Uma Lewis,Vienna,500
5081,Bob Allen,Vienna,500
5082,Sam Lewis,London,2000
5083,Uma Johnson,Oslo,500
5084,Karen Campbell,Stockholm,500
5085,Eve Turner,Madrid,10000
5086,Quinn Wright,Madrid,10000
5087,Eve Young,Copenhagen,10000
5088,Rosa Carter,Budapest,500
5089,Tina Perez,Paris,2000
5090,Hank Roberts,Zurich,5000
5091,Jack Jones,Madrid,500
5092,Jack Adams,Rome,2000
5093,Maya Taylor,Prague,2000
5094,Nick Williams,Helsinki,2000
5095,Carol Young,Warsaw,2000
5096,Nick Smith,London,2000
5097,Karen Davies,Berlin,1000
5098,Quinn Green,Riga,500
5099,Leo Brown,Madrid,2000
5100,Yuki Johnson,Budapest,500
5101,Frank Scott,Vienna,10000
5102,Zoe Williams,Brussels,500
5103,Iris Roberts,Zurich,10000
5104,Carol Perez,Zurich,10000
5105,Wendy Wright,Warsaw,10000
5106,Victor Roberts,Madrid,5000
5107,Yuki Jones,Warsaw,5000
5108,Carol Adams,Budapest,2000
5109,Xena Jones,Rome,500
5110,Dave Scott,London,500
5111,Paul Jones,Copenhagen,2000
5112,Maya Wright,Madrid,2000
5113,Frank Scott,Zurich,1000
5114,Carol Johnson,Amsterdam,1000
5115,Uma Scott,Madrid,500
5116,Paul Evans,Rome,1000
5117,Xena Turner,Helsinki,1000
5118,Nick Smith,Helsinki,2000
5119,Sam Perez,Vienna,5000
5120,Rosa Wilson,Paris,5000
5121,Grace Green,Dublin,1000
5122,Quinn Roberts,Lisbon,1000
5123,Maya Scott,Oslo,10000
5124,Jack Thomas,Brussels,10000
5125,Dave Nelson,Oslo,2000
5126,Uma Green,Copenhagen,500
5127,Dave Walker,Athens,1000
5128,Xena Thomas,Rome,10000
5129,Frank Turner,Athens,500
5130,Victor Wilson,Rome,500
5131,Hank Wilson,Paris,500
5132,Victor Walker,Rome,1000
5133,Iris Brown,Athens,500
5134,Uma Evans,Madrid,500
5135,Nick Brown,Budapest,1000
5136,Olivia Taylor,Rome,500
5137,Leo Johnson,Oslo,5000
5138,Victor King,Prague,5000
5139,Victor Evans,Rome,1000
5140,Maya Lewis,Vienna,1000
5141,Paul Young,Prague,5000
5142,Bob Thomas,London,5000
5143,Olivia Davies,Paris,500
5144,Xena Allen,Helsinki,2000
5145,Grace Hall,Madrid,2000
5146,Eve Roberts,Prague,1000
5147,Nick Mitchell,London,5000
5148,Zoe Mitchell,Helsinki,500
5149,Sam Allen,Lisbon,2000
5150,Uma Wilson,Stockholm,1000
5151,Wendy Campbell,Prague,5000
5152,Maya Thomas,Amsterdam,5000
5153,Hank Allen,Rome,500
5154,Yuki Wilson,Copenhagen,5000
5155,Hank Wright,Helsinki,1000
5156,Dave Thomas,Lisbon,10000
5157,Iris Nelson,Madrid,2000
5158,Victor King,Warsaw,5000
5159,Alice Williams,Athens,500
5160,Hank Roberts,Prague,1000
5161,Yuki Adams,Zurich,10000
5162,Sam Perez,Helsinki,1000
5163,Uma Young,Helsinki,500
5164,Eve Smith,Budapest,10000
5165,Nick Scott,Budapest,500
5166,Paul Evans,Amsterdam,500
5167,Xena Roberts,Oslo,2000
5168,Wendy Perez,Prague,10000
5169,Grace Baker,Dublin,10000
5170,Sam Scott,Lisbon,500
5171,Maya Young,Riga,1000
5172,Hank Johnson,Paris,2000
5173,Leo Young,Brussels,10000
5174,Karen Young,Brussels,5000
5175,Rosa Smith,Berlin,500
5176,Sam Taylor,Brussels,5000
5177,Bob Evans,Stockholm,5000
5178,Rosa Carter,Berlin,500
5179,Victor Wright,Stockholm,1000
5180,Hank Carter,Vienna,1000
5181,Leo Brown,Paris,2000
5182,Alice Scott,Oslo,500
5183,Iris Baker,Athens,5000
5184,Grace Williams,Budapest,1000
5185,Tina Brown,Berlin,2000
5186,Zoe Green,Zurich,1000
5187,Bob Young,Prague,10000
5188,Frank Adams,London,5000
5189,Grace Perez,Oslo,2000
5190,Dave Williams,Helsinki,10000
5191,Hank Scott,Prague,500
5192,Nick Nelson,Lisbon,2000
5193,Yuki Allen,Zurich,1000
5194,Alice Carter,Madrid,10000
5195,Alice Adams,Prague,1000
5196,Frank Turner,Amsterdam,1000
5197,Xena Jones,Amsterdam,1000
5198,Grace Evans,Rome,2000
5199,Olivia Jones,Stockholm,1000
5200,Tina Taylor,Paris,500
5201,Xena Carter,Vienna,2000
5202,Uma Mitchell,Warsaw,5000
5203,Eve Nelson,Berlin,1000
5204,Paul Walker,London,1000
5205,Leo Jones,Zurich,1000
5206,Victor Turner,Oslo,500
5207,Carol Mitchell,Amsterdam,1000
5208,Carol Taylor,Oslo,500
5209,Nick Wilson,Amsterdam,2000
5210,Wendy King,Zurich,10000
5211,Sam Scott,Budapest,5000
5212,Frank Turner,Riga,10000
5213,Victor Scott,Vienna,5000
5214,Nick Davies,Riga,5000
5215,Iris Johnson,Prague,10000
5216,Grace Carter,London,1000
5217,Maya Roberts,Dublin,10000
5218,Olivia Williams,Athens,500
5219,Zoe Nelson,Rome,500
5220,Hank Carter,Zurich,500
5221,Rosa Young,Dublin,10000
5222,Wendy Carter,Rome,500
5223,Quinn Davies,Zurich,1000
5224,Zoe Taylor,Brussels,500
5225,Quinn Campbell,Riga,10000
5226,Carol Wilson,Zurich,10000
5227,Carol Johnson,Helsinki,10000
5228,Carol Thomas,Prague,2000
5229,Rosa Taylor,Amsterdam,500
5230,Nick Young,Vienna,1000
5231,Zoe Perez,Brussels,500
5232,Quinn Taylor,Riga,5000
5233,Carol Hall,Zurich,500
5234,Xena Mitchell,Budapest,5000
5235,Frank Adams,Prague,2000
5236,Alice Jones,London,500
5237,Yuki Adams,London,500
5238,Carol Johnson,Amsterdam,10000
5239,Carol Williams,Vienna,5000
5240,Zoe Brown,Stockholm,10000
5241,Uma Lewis,Paris,10000
5242,Alice Carter,Rome,2000
5243,Karen Walker,Madrid,10000
5244,Uma Roberts,Warsaw,2000
5245,Frank Williams,Zurich,1000
5246,Tina Adams,Athens,10000
5247,Paul Roberts,Copenhagen,10000
5248,Yuki Williams,Rome,1000
5249,Yuki Roberts,Helsinki,10000
5250,Zoe Jones,Budapest,5000
5251,Paul Jones,Helsinki,5000
5252,Olivia Smith,Paris,10000
5253,Bob Smith,Prague,1000
5254,Maya Lewis,Budapest,500
5255,Leo Carter,Helsinki,2000
5256,Quinn Taylor,Dublin,5000
5257,Sam Brown,Brussels,5000
5258,Eve Perez,Prague,10000
5259,Hank Johnson,Lisbon,500
5260,Leo Roberts,Amsterdam,10000
5261,Maya Carter,Paris,10000
5262,Wendy Jones,Copenhagen,500
5263,Nick Evans,Brussels,5000
5264,Tina Campbell,Riga,10000
5265,Olivia Green,Lisbon,500
5266,Yuki Green,Helsinki,1000
5267,Eve Williams,Paris,2000
5268,Zoe Jones,Madrid,5000
5269,Iris Turner,Helsinki,500
5270,Rosa King,London,2000
5271,Uma Carter,Prague,1000
5272,Rosa Young,Copenhagen,1000
5273,Quinn Evans,Dublin,1000
5274,Quinn Baker,Berlin,5000
5275,Iris Wilson,Rome,500
5276,Eve Nelson,Dublin,10000
5277,Victor Roberts,Amsterdam,10000
5278,Sam Baker,Warsaw,5000
5279,Jack Davies,London,1000
5280,Nick Mitchell,Rome,2000
5281,Xena Carter,Helsinki,5000
5282,Grace Brown,Warsaw,2000
5283,Carol Allen,Paris,5000
5284,Jack Baker,Dublin,1000
5285,Leo Mitchell,Lisbon,2000
5286,Bob Davies,Dublin,1000
5287,Xena Adams,Lisbon,2000
5288,Rosa Adams,Amsterdam,2000
5289,Grace Campbell,London,500
5290,Paul Walker,Warsaw,5000
5291,Zoe Thomas,Warsaw,10000
5292,Sam Turner,Helsinki,10000
5293,Alice Mitchell,Brussels,500
5294,Leo Wilson,Zurich,10000
5295,Quinn Davies,Prague,2000
5296,Xena Taylor,Stockholm,10000
5297,Wendy Jones,Budapest,500
5298,Jack Adams,Paris,2000
5299,Hank Evans,Vienna,1000
5300,Yuki Turner,Lisbon,1000
5301,Quinn Thomas,Athens,2000
5302,Wendy Brown,Dublin,1000
5303,Zoe Taylor,Madrid,500
5304,Dave Nelson,Riga,5000
5305,Quinn Allen,Madrid,10000
5306,Bob Green,Vienna,1000
5307,Sam Williams,Vienna,5000
5308,Grace Taylor,Dublin,2000
5309,Hank Jones,Oslo,500
5310,Xena Williams,Berlin,10000
5311,Yuki King,Copenhagen,2000
5312,Maya Brown,Stockholm,10000
5313,Nick Mitchell,Zurich,10000
5314,Alice Smith,Amsterdam,1000
5315,Alice Perez,London,10000
5316,Dave Johnson,Oslo,500
5317,Rosa Taylor,Riga,10000
5318,Alice Wilson,Dublin,2000
5319,Paul Baker,Copenhagen,2000
5320,Xena Roberts,Riga,500
5321,Xena Hall,London,10000
5322,Victor Evans,Dublin,2000
5323,Tina Perez,Lisbon,1000
5324,Bob Williams,Warsaw,10000
5325,Carol Perez,Madrid,10000
5326,Uma Mitchell,Athens,2000
5327,Dave Wright,Warsaw,1000
5328,Hank Walker,Helsinki,5000
5329,Karen Turner,London,10000
5330,Eve Mitchell,Oslo,1000
5331,Frank Turner,Amsterdam,1000
5332,Tina Green,Helsinki,1000
5333,Carol Wilson,Stockholm,2000
5334,Karen Johnson,Oslo,500
5335,Carol Thomas,Paris,2000
5336,Eve King,Zurich,5000
5337,Xena Jones,Lisbon,500
5338,Yuki Perez,Budapest,1000
5339,Paul Walker,Oslo,5000
5340,Zoe Carter,Paris,10000
5341,Wendy Brown,Madrid,1000
5342,Nick Mitchell,London,500
5343,Grace Campbell,Paris,10000
5344,Grace Lewis,Dublin,5000
5345,Tina Williams,London,5000
5346,Eve Adams,Stockholm,500
5347,Karen Carter,Vienna,500
5348,Frank Mitchell,Vienna,2000
5349,Karen Lewis,Paris,5000
5350,Quinn Wright,Amsterdam,5000
5351,Sam Brown,Copenhagen,5000
5352,Nick Mitchell,Zurich,1000
5353,Tina Evans,Helsinki,2000
5354,Jack Carter,Paris,500
5355,Hank Roberts,Zurich,500
5356,Zoe King,Stockholm,1000
5357,Karen Roberts,Brussels,5000
5358,Victor Wright,Helsinki,1000
5359,Nick Jones,Vienna,1000
5360,Uma Lewis,Riga,500
5361,Bob Brown,Lisbon,5000
5362,Wendy Nelson,London,10000
5363,Bob King,Lisbon,10000
5364,Sam Nelson,Berlin,2000
5365,Jack Scott,Amsterdam,500
5366,Wendy Allen,Prague,10000
5367,Zoe Davies,Dublin,10000
5368,Wendy Scott,Riga,5000
5369,Yuki Green,Athens,5000
5370,Yuki Adams,Warsaw,10000
5371,Uma Green,Riga,5000
5372,Carol King,Warsaw,1000
5373,Rosa Perez,Lisbon,10000
5374,Maya Baker,Athens,1000
5375,Eve Johnson,Athens,500
5376,Jack Smith,Helsinki,2000
5377,Sam Green,Vienna,1000
5378,Grace Brown,Amsterdam,1000
5379,Jack Mitchell,Rome,5000
5380,Maya Scott,Zurich,500
5381,Nick Green,London,10000
5382,Paul Taylor,Dublin,500
5383,Olivia Mitchell,Oslo,500
5384,Uma Allen,Amsterdam,1000
5385,Jack Wright,Brussels,10000
5386,Tina Wilson,Budapest,10000
5387,Leo Baker,Brussels,10000
5388,Eve Adams,Zurich,500
5389,Jack Turner,London,2000
5390,Nick Adams,Madrid,1000
5391,Wendy Scott,Riga,5000
5392,Karen Smith,Zurich,1000
5393,Maya Scott,Lisbon,10000
5394,Victor Taylor,Oslo,2000
5395,Carol Perez,Zurich,5000
5396,Sam Walker,Lisbon,5000
5397,Uma Williams,Vienna,500
5398,Rosa Young,Oslo,500
5399,Victor Turner,Rome,1000
5400,Zoe King,Budapest,10000
5401,Karen Mitchell,Madrid,2000
5402,Grace Mitchell,Prague,5000
5403,Rosa Taylor,Brussels,10000
5404,Zoe Mitchell,Warsaw,10000
5405,Iris Baker,Paris,500
5406,Frank Young,Brussels,500
5407,Alice Adams,Helsinki,5000
5408,Tina Walker,Dublin,500
5409,Bob Brown,Dublin,10000
5410,Grace Williams,Berlin,1000
5411,Tina Johnson,London,500
5412,Carol Walker,Helsinki,500
5413,Tina Baker,Prague,500
5414,Jack Baker,Riga,500
5415,Xena Johnson,Paris,5000
5416,Nick Mitchell,Amsterdam,10000
5417,Grace Campbell,Athens,5000
5418,Uma Hall,Rome,500
5419,Xena Lewis,Brussels,2000
5420,Iris Smith,Copenhagen,5000
5421,Olivia Green,Warsaw,5000
5422,Frank Jones,Stockholm,1000
5423,Xena Walker,Oslo,1000
5424,Tina Taylor,Lisbon,500
